Character,Kategorie,Talent,Modifikator,Erfolg,TaP/ZfP,TaW/ZfW
Elanor Walham,Kampfprobe,Fernkampfangriff,1,1,1,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,13,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,0,21
Elanor Walham,Kampfprobe,Fernkampfangriff,0,0,-12,0
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-14,0
Elanor Walham,Kampfprobe,Nahkampfangriff,0,0,-10,0
Elanor Walham,Kampfprobe,Fernkampfangriff,0,0,-14,0
Elanor Walham,Kampfprobe,Fernkampfangriff,-2,1,22,22
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,12,14
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,14,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,6,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,7,17
Hanzo Shimada,Kampfprobe,Ausweichen,0,0,-7,8
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,0,-1,16
Walpurga Hausmännin,Kampfprobe,Ausweichen,0,1,4,7
Bargaan Treuwall,Kampfprobe,Nahkampfparade,0,0,-10,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,9,14
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,2,17
Hanzo Shimada,Kampfprobe,Finte o. SF,2,1,9,14
Elanor Walham,Kampfprobe,Ausweichen,-3,1,4,8
Elanor Walham,Kampfprobe,Nahkampfparade,0,1,5,12
Elanor Walham,Kampfprobe,Ausweichen,-3,0,-9,8
Elanor Walham,Kampfprobe,Nahkampfparade,0,1,3,12
Elanor Walham,Kampfprobe,Ausweichen,-3,1,10,8
Elanor Walham,Kampfprobe,Ausweichen,-3,0,-9,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,0,-5,8
Elanor Walham,Kampfprobe,Ausweichen,-3,0,-8,8
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,12,17
Elanor Walham,Kampfprobe,Nahkampfparade,0,0,-1,12
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,1,2,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,1,4,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,13,8
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,7,17
Elanor Walham,Kampfprobe,Ausweichen,-4,0,-8,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,1,2,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-4,1,11,8
Hanzo Shimada,Kampfprobe,Fernkampfangriff,-1,1,0,19
Elanor Walham,Kampfprobe,Ausweichen,-4,0,-1,8
Hanzo Shimada,Kampfprobe,Fernkampfangriff,-1,1,2,19
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,15,17
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-4,1,0,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-4,0,-3,8
Elanor Walham,Kampfprobe,Ausweichen,-4,1,8,8
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,6,17
Elanor Walham,Kampfprobe,Ausweichen,-4,1,0,8
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,16,17
Elanor Walham,Kampfprobe,Nahkampfangriff,0,0,-1,17
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-1,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,5,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,3,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,4,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,10,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,1,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-5,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,11,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-6,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-1,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,8,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-1,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,3,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,4,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,4,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,9,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-3,14
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,12,17
Bargaan Treuwall,Kampfprobe,Nahkampfparade,0,1,4,10
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,8,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,11,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,9,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,8,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,0,-1,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,8,9
Bargaan Treuwall,Kampfprobe,Nahkampfparade,0,1,1,10
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,0,17
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,10,17
Bargaan Treuwall,Kampfprobe,Nahkampfparade,2,1,6,10
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,6,17
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,3,17
Bargaan Treuwall,Kampfprobe,Nahkampfparade,2,0,-11,10
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,2,1,12,17
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,0,17
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,1,4,8
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,-1,1,17,17
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,5,17
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-4,12
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,11,17
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,6,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-1,14
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-1,14
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,8,10
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,9,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-3,14
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,8,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,7,14
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,0,-9,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,3,14
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,0,-3,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,12,14
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,1,5,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,17,1,2,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,22,0,-9,18
Hanzo Shimada,Kampfprobe,Fernkampfangriff,17,0,-18,18
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,0,-5,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,14,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,13,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,0,-1,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,1,8,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,1,1,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,0,-1,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,0,-5,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,0,-3,20
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,7,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,0,-2,21
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,7,7
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-1,7
Elanor Walham,Kampfprobe,Fernkampfangriff,6,1,12,22
Elanor Walham,Kampfprobe,Fernkampfangriff,4,1,6,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,5,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,1,11,21
Bargaan Treuwall,Kampfprobe,Ausweichen,11,0,-16,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,1,6,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,4,1,3,8
Elanor Walham,Kampfprobe,Fernkampfangriff,3,1,6,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,18,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,18,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,2,21
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,4,1,2,8
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,18,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,14,21
Bargaan Treuwall,Kampfprobe,Nahkampfparade,6,0,-8,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,4,0,-14,8
Elanor Walham,Kampfprobe,Fernkampfangriff,3,1,16,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,16,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,0,-3,21
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,8,12
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,0,-6,12
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,7,12
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,1,1,21
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,7,12
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,5,12
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,5,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,0,-4,21
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,7,12
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,0,-6,12
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,8,21
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,0,-8,12
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,1,1,8,12
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-14,0
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,4,9
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,8,12
Elanor Walham,Kampfprobe,Nahkampfangriff,0,0,-9,9
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-3,0,-1,8
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,1,12
Bargaan Treuwall,Kampfprobe,Nahkampfparade,0,1,2,6
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,5,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,10,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,8,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,12,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,3,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,10,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,11,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,0,-3,7
Elanor Walham,Kampfprobe,Ausweichen,-8,1,3,7
Hanzo Shimada,Kampfprobe,Fernkampfangriff,0,1,23,29
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,0,15
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,4,12
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,0,12
Hanzo Shimada,Kampfprobe,Finte o. SF,2,1,5,15
Hanzo Shimada,Kampfprobe,Finte o. SF,2,1,3,15
Hanzo Shimada,Kampfprobe,Finte o. SF,4,1,5,15
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,3,15
Hanzo Shimada,Kampfprobe,Fernkampfangriff,4,1,7,21
Hanzo Shimada,Kampfprobe,Finte m. SF,10,1,2,30
Hanzo Shimada,Kampfprobe,Wuchtschlag o. SF,10,1,2,30
Hanzo Shimada,Kampfprobe,Wuchtschlag o. SF,16,1,1,30
Hanzo Shimada,Kampfprobe,Fernkampfangriff,10,1,9,21
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-4,8
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,3,8
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,4,8
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-5,8
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,10,8
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,2,8
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-7,8
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,7,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,11,1,5,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,1,7,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,-1,1,10,21
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,4,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,2,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,7,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,13,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,10,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,11,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,0,-4,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,4,7
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-9,1,5,7
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,0,-4,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,11,0,-5,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,4,1,5,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,2,1,3,21
Elanor Walham,Kampfprobe,Fernkampfangriff,3,1,16,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,4,1,1,18
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,4,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,16,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,1,12,21
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,10,8
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,1,10,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,11,0,-2,21
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,2,6
Hanzo Shimada,Kampfprobe,Ausweichen,-3,1,8,6
Hanzo Shimada,Kampfprobe,Fernkampfangriff,6,1,7,19
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,2,6
Hanzo Shimada,Kampfprobe,Ausweichen,-3,1,4,6
Hanzo Shimada,Kampfprobe,Ausweichen,-3,1,2,6
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-11,6
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,12,19
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,0,-6,19
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-10,6
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,5,6
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,11,15
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,3,6
Hanzo Shimada,Kampfprobe,Nahkampfparade,5,0,-15,10
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-3,13
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,1,6,13
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,0,1,5,13
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,1,2,13
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-4,13
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,0,1,1,13
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,6,0,-3,13
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,6,0,-11,13
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-2,13
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,1,6,13
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,0,0,-3,13
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-2,10
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-1,10
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,1,2,10
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,0,1,6,10
Walpurga Hausmännin,Kampfprobe,Nahkampfangriff,0,0,-1,10
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,0,0,-2,10
Walpurga Hausmännin,Kampfprobe,Nahkampfparade,0,0,-9,10
Hanzo Shimada,Kampfprobe,Fernkampfangriff,6,1,9,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,6,0,-3,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,10,0,-1,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,8,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,1,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,1,7,21
Hanzo Shimada,Kampfprobe,Nahkampfangriff,5,0,-2,17
Akira Masamune,Kampfprobe,Ausweichen,2,1,4,8
Akira Masamune,Kampfprobe,Nahkampfparade,0,1,3,7
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,12,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,0,-3,13
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,0,-6,13
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,8,13
Hanzo Shimada,Kampfprobe,Fernkampfangriff,13,0,-5,21
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,14,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,19,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,1,21
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,17,21
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,6,1,3,22
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,0,17
Elanor Walham,Kampfprobe,Nahkampfangriff,2,1,12,17
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,0,8
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,12,0,-9,22
Elanor Walham,Kampfprobe,Nahkampfangriff,8,1,5,17
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,13,17
Hanzo Shimada,Kampfprobe,Nahkampfangriff,6,1,8,17
Akira Masamune,Kampfprobe,Nahkampfparade,11,0,-1,18
Akira Masamune,Kampfprobe,Nahkampfangriff,2,1,10,18
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,6,0,-2,22
Elanor Walham,Kampfprobe,Nahkampfangriff,2,1,8,17
Hanzo Shimada,Kampfprobe,Nahkampfangriff,6,1,0,17
Akira Masamune,Kampfprobe,Nahkampfangriff,0,1,0,18
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,7,1,1,22
Bargaan Treuwall,Kampfprobe,Sturmangriff,6,1,4,22
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,6,0,-2,22
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,7,1,12,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,6,1,3,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,6,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,18,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,2,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,15,22
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,0,-1,10
Hanzo Shimada,Kampfprobe,Nahkampfangriff,0,1,9,10
Akira Masamune,Kampfprobe,Nahkampfangriff,0,1,13,18
Akira Masamune,Kampfprobe,Nahkampfangriff,0,1,10,18
Akira Masamune,Kampfprobe,Nahkampfangriff,0,1,2,18
Akira Masamune,Kampfprobe,Nahkampfangriff,10,1,5,18
Akira Masamune,Kampfprobe,Nahkampfparade,0,0,-4,0
Akira Masamune,Kampfprobe,Nahkampfparade,0,0,-15,0
Hanzo Shimada,Kampfprobe,Nahkampfparade,0,1,9,11
Akira Masamune,Kampfprobe,Nahkampfparade,0,1,10,18
Akira Masamune,Kampfprobe,Nahkampfangriff,3,1,1,18
Hanzo Shimada,Kampfprobe,Fernkampfangriff,10,1,1,22
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,0,-6,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,0,-5,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,1,3,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-7,1,2,8
Akira Masamune,Kampfprobe,Nahkampfparade,0,1,4,18
Akira Masamune,Kampfprobe,Nahkampfparade,4,1,10,18
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,8,8
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,6,17
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-3,1,7,8
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-6,0,-6,8
Akira Masamune,Kampfprobe,Nahkampfparade,0,1,13,18
Akira Masamune,Kampfprobe,Nahkampfparade,4,1,7,18
Hanzo Shimada,Kampfprobe,Fernkampfangriff,3,1,13,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,7,1,5,22
Akira Masamune,Kampfprobe,Nahkampfparade,0,1,15,18
Akira Masamune,Kampfprobe,Nahkampfparade,4,1,3,18
Akira Masamune,Kampfprobe,Nahkampfparade,0,1,5,18
Hanzo Shimada,Kampfprobe,Fernkampfangriff,2,1,10,22
Elanor Walham,Kampfprobe,Nahkampfangriff,2,1,3,14
Elanor Walham,Kampfprobe,Nahkampfangriff,7,0,-10,14
Elanor Walham,Kampfprobe,Gezieltes Ausweichen,-4,0,-7,8
Hanzo Shimada,Kampfprobe,Fernkampfangriff,5,1,6,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,0,-4,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,9,1,1,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,1,1,18,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,8,1,10,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,8,1,4,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,2,1,12,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,6,1,10,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,2,1,16,22
Hanzo Shimada,Kampfprobe,Fernkampfangriff,6,1,15,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,4,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,19,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,20,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,4,22
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,4,14
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,10,14
Elanor Walham,Kampfprobe,Nahkampfangriff,0,1,10,14
Bargaan Treuwall,Kampfprobe,Sturmangriff,4,1,15,22
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,6,1,14,22
Bargaan Treuwall,Kampfprobe,Nahkampfangriff,0,1,11,22
Hanzo Shimada,Kampfprobe,Gezieltes Ausweichen,-2,1,6,8
Bargaan Treuwall,Kampfprobe,Wuchtschlag m. SF,6,1,12,22
Bargaan Treuwall,Kampfprobe,Gegenhalten,4,1,6,22
Bargaan Treuwall,Kampfprobe,Sturmangriff,4,1,5,22
